hops 8
config 0 1 1 false false
25 poll send_https query_ready 0/0/0/7 ----
26 poll send_https query_ready 0/0/0/7 ----
26 sent none awaiting_udp 0/0/0/7 ----
27 poll wait awaiting_udp 0/0/0/7 ----
27 expire failed_timeout failed timeout -
27 https_failed none failed timeout -
27 reply_unmatched ignored awaiting_udp 0/0/0/7 ----
27 reply_answer accepted done - -
27 reply_cname accepted query_ready 0/0/0/8 ----
27 reply_nxdomain accepted failed name_not_found -
27 reply_nodata accepted failed no_data -
27 reply_servfail accepted failed all_servers_failed -
27 reply_formerr accepted failed all_servers_failed -
27 reply_truncated accepted failed no_data -
27 reply_badcookie accepted failed all_servers_failed -
27 cancel none failed canceled -
26 send_failed none failed timeout -
26 reply_unmatched ignored query_ready 0/0/0/7 ----
26 cancel none failed canceled -
25 reply_unmatched ignored query_ready 0/0/0/7 ----
25 cancel none failed canceled -
24 reply_truncated accepted failed no_data -
24 reply_badcookie accepted failed all_servers_failed -
24 cancel none failed canceled -
23 send_failed none failed timeout -
23 reply_unmatched ignored query_ready 0/0/0/7 E---
23 cancel none failed canceled -
22 reply_unmatched ignored query_ready 0/0/0/7 E---
22 cancel none failed canceled -
21 reply_nxdomain accepted failed name_not_found -
21 reply_nodata accepted failed no_data -
21 reply_servfail accepted failed all_servers_failed -
21 reply_formerr accepted query_ready 0/0/0/6 ----
22 poll send_https query_ready 0/0/0/6 ----
23 poll send_https query_ready 0/0/0/6 ----
23 sent none awaiting_udp 0/0/0/6 ----
24 poll wait awaiting_udp 0/0/0/6 ----
24 expire failed_timeout failed timeout -
24 https_failed none failed timeout -
24 reply_unmatched ignored awaiting_udp 0/0/0/6 ----
24 reply_answer accepted done - -
24 reply_cname accepted query_ready 0/0/0/7 ----
24 reply_nxdomain accepted failed name_not_found -
24 reply_nodata accepted failed no_data -
24 reply_servfail accepted failed all_servers_failed -
24 reply_formerr accepted failed all_servers_failed -
24 reply_truncated accepted failed no_data -
24 reply_badcookie accepted failed all_servers_failed -
24 cancel none failed canceled -
23 send_failed none failed timeout -
23 reply_unmatched ignored query_ready 0/0/0/6 ----
23 cancel none failed canceled -
22 reply_unmatched ignored query_ready 0/0/0/6 ----
22 cancel none failed canceled -
21 reply_truncated accepted failed no_data -
21 reply_badcookie accepted failed all_servers_failed -
21 cancel none failed canceled -
20 send_failed none failed timeout -
20 reply_unmatched ignored query_ready 0/0/0/6 E---
20 cancel none failed canceled -
19 reply_unmatched ignored query_ready 0/0/0/6 E---
19 cancel none failed canceled -
18 reply_nxdomain accepted failed name_not_found -
18 reply_nodata accepted failed no_data -
18 reply_servfail accepted failed all_servers_failed -
18 reply_formerr accepted query_ready 0/0/0/5 ----
19 poll send_https query_ready 0/0/0/5 ----
20 poll send_https query_ready 0/0/0/5 ----
20 sent none awaiting_udp 0/0/0/5 ----
21 poll wait awaiting_udp 0/0/0/5 ----
21 expire failed_timeout failed timeout -
21 https_failed none failed timeout -
21 reply_unmatched ignored awaiting_udp 0/0/0/5 ----
21 reply_answer accepted done - -
21 reply_cname accepted query_ready 0/0/0/6 ----
21 reply_nxdomain accepted failed name_not_found -
21 reply_nodata accepted failed no_data -
21 reply_servfail accepted failed all_servers_failed -
21 reply_formerr accepted failed all_servers_failed -
21 reply_truncated accepted failed no_data -
21 reply_badcookie accepted failed all_servers_failed -
21 cancel none failed canceled -
20 send_failed none failed timeout -
20 reply_unmatched ignored query_ready 0/0/0/5 ----
20 cancel none failed canceled -
19 reply_unmatched ignored query_ready 0/0/0/5 ----
19 cancel none failed canceled -
18 reply_truncated accepted failed no_data -
18 reply_badcookie accepted failed all_servers_failed -
18 cancel none failed canceled -
17 send_failed none failed timeout -
17 reply_unmatched ignored query_ready 0/0/0/5 E---
17 cancel none failed canceled -
16 reply_unmatched ignored query_ready 0/0/0/5 E---
16 cancel none failed canceled -
15 reply_nxdomain accepted failed name_not_found -
15 reply_nodata accepted failed no_data -
15 reply_servfail accepted failed all_servers_failed -
15 reply_formerr accepted query_ready 0/0/0/4 ----
16 poll send_https query_ready 0/0/0/4 ----
17 poll send_https query_ready 0/0/0/4 ----
17 sent none awaiting_udp 0/0/0/4 ----
18 poll wait awaiting_udp 0/0/0/4 ----
18 expire failed_timeout failed timeout -
18 https_failed none failed timeout -
18 reply_unmatched ignored awaiting_udp 0/0/0/4 ----
18 reply_answer accepted done - -
18 reply_cname accepted query_ready 0/0/0/5 ----
18 reply_nxdomain accepted failed name_not_found -
18 reply_nodata accepted failed no_data -
18 reply_servfail accepted failed all_servers_failed -
18 reply_formerr accepted failed all_servers_failed -
18 reply_truncated accepted failed no_data -
18 reply_badcookie accepted failed all_servers_failed -
18 cancel none failed canceled -
17 send_failed none failed timeout -
17 reply_unmatched ignored query_ready 0/0/0/4 ----
17 cancel none failed canceled -
16 reply_unmatched ignored query_ready 0/0/0/4 ----
16 cancel none failed canceled -
15 reply_truncated accepted failed no_data -
15 reply_badcookie accepted failed all_servers_failed -
15 cancel none failed canceled -
14 send_failed none failed timeout -
14 reply_unmatched ignored query_ready 0/0/0/4 E---
14 cancel none failed canceled -
13 reply_unmatched ignored query_ready 0/0/0/4 E---
13 cancel none failed canceled -
12 reply_nxdomain accepted failed name_not_found -
12 reply_nodata accepted failed no_data -
12 reply_servfail accepted failed all_servers_failed -
12 reply_formerr accepted query_ready 0/0/0/3 ----
13 poll send_https query_ready 0/0/0/3 ----
14 poll send_https query_ready 0/0/0/3 ----
14 sent none awaiting_udp 0/0/0/3 ----
15 poll wait awaiting_udp 0/0/0/3 ----
15 expire failed_timeout failed timeout -
15 https_failed none failed timeout -
15 reply_unmatched ignored awaiting_udp 0/0/0/3 ----
15 reply_answer accepted done - -
15 reply_cname accepted query_ready 0/0/0/4 ----
15 reply_nxdomain accepted failed name_not_found -
15 reply_nodata accepted failed no_data -
15 reply_servfail accepted failed all_servers_failed -
15 reply_formerr accepted failed all_servers_failed -
15 reply_truncated accepted failed no_data -
15 reply_badcookie accepted failed all_servers_failed -
15 cancel none failed canceled -
14 send_failed none failed timeout -
14 reply_unmatched ignored query_ready 0/0/0/3 ----
14 cancel none failed canceled -
13 reply_unmatched ignored query_ready 0/0/0/3 ----
13 cancel none failed canceled -
12 reply_truncated accepted failed no_data -
12 reply_badcookie accepted failed all_servers_failed -
12 cancel none failed canceled -
11 send_failed none failed timeout -
11 reply_unmatched ignored query_ready 0/0/0/3 E---
11 cancel none failed canceled -
10 reply_unmatched ignored query_ready 0/0/0/3 E---
10 cancel none failed canceled -
9 reply_nxdomain accepted failed name_not_found -
9 reply_nodata accepted failed no_data -
9 reply_servfail accepted failed all_servers_failed -
9 reply_formerr accepted query_ready 0/0/0/2 ----
10 poll send_https query_ready 0/0/0/2 ----
11 poll send_https query_ready 0/0/0/2 ----
11 sent none awaiting_udp 0/0/0/2 ----
12 poll wait awaiting_udp 0/0/0/2 ----
12 expire failed_timeout failed timeout -
12 https_failed none failed timeout -
12 reply_unmatched ignored awaiting_udp 0/0/0/2 ----
12 reply_answer accepted done - -
12 reply_cname accepted query_ready 0/0/0/3 ----
12 reply_nxdomain accepted failed name_not_found -
12 reply_nodata accepted failed no_data -
12 reply_servfail accepted failed all_servers_failed -
12 reply_formerr accepted failed all_servers_failed -
12 reply_truncated accepted failed no_data -
12 reply_badcookie accepted failed all_servers_failed -
12 cancel none failed canceled -
11 send_failed none failed timeout -
11 reply_unmatched ignored query_ready 0/0/0/2 ----
11 cancel none failed canceled -
10 reply_unmatched ignored query_ready 0/0/0/2 ----
10 cancel none failed canceled -
9 reply_truncated accepted failed no_data -
9 reply_badcookie accepted failed all_servers_failed -
9 cancel none failed canceled -
8 send_failed none failed timeout -
8 reply_unmatched ignored query_ready 0/0/0/2 E---
8 cancel none failed canceled -
7 reply_unmatched ignored query_ready 0/0/0/2 E---
7 cancel none failed canceled -
6 reply_nxdomain accepted failed name_not_found -
6 reply_nodata accepted failed no_data -
6 reply_servfail accepted failed all_servers_failed -
6 reply_formerr accepted query_ready 0/0/0/1 ----
7 poll send_https query_ready 0/0/0/1 ----
8 poll send_https query_ready 0/0/0/1 ----
8 sent none awaiting_udp 0/0/0/1 ----
9 poll wait awaiting_udp 0/0/0/1 ----
9 expire failed_timeout failed timeout -
9 https_failed none failed timeout -
9 reply_unmatched ignored awaiting_udp 0/0/0/1 ----
9 reply_answer accepted done - -
9 reply_cname accepted query_ready 0/0/0/2 ----
9 reply_nxdomain accepted failed name_not_found -
9 reply_nodata accepted failed no_data -
9 reply_servfail accepted failed all_servers_failed -
9 reply_formerr accepted failed all_servers_failed -
9 reply_truncated accepted failed no_data -
9 reply_badcookie accepted failed all_servers_failed -
9 cancel none failed canceled -
8 send_failed none failed timeout -
8 reply_unmatched ignored query_ready 0/0/0/1 ----
8 cancel none failed canceled -
7 reply_unmatched ignored query_ready 0/0/0/1 ----
7 cancel none failed canceled -
6 reply_truncated accepted failed no_data -
6 reply_badcookie accepted failed all_servers_failed -
6 cancel none failed canceled -
5 send_failed none failed timeout -
5 reply_unmatched ignored query_ready 0/0/0/1 E---
5 cancel none failed canceled -
4 reply_unmatched ignored query_ready 0/0/0/1 E---
4 cancel none failed canceled -
3 reply_nxdomain accepted failed name_not_found -
3 reply_nodata accepted failed no_data -
3 reply_servfail accepted failed all_servers_failed -
3 reply_formerr accepted query_ready 0/0/0/0 ----
4 poll send_https query_ready 0/0/0/0 ----
5 poll send_https query_ready 0/0/0/0 ----
5 sent none awaiting_udp 0/0/0/0 ----
6 poll wait awaiting_udp 0/0/0/0 ----
6 expire failed_timeout failed timeout -
6 https_failed none failed timeout -
6 reply_unmatched ignored awaiting_udp 0/0/0/0 ----
6 reply_answer accepted done - -
6 reply_cname accepted query_ready 0/0/0/1 ----
6 reply_nxdomain accepted failed name_not_found -
6 reply_nodata accepted failed no_data -
6 reply_servfail accepted failed all_servers_failed -
6 reply_formerr accepted failed all_servers_failed -
6 reply_truncated accepted failed no_data -
6 reply_badcookie accepted failed all_servers_failed -
6 cancel none failed canceled -
5 send_failed none failed timeout -
5 reply_unmatched ignored query_ready 0/0/0/0 ----
5 cancel none failed canceled -
4 reply_unmatched ignored query_ready 0/0/0/0 ----
4 cancel none failed canceled -
3 reply_truncated accepted failed no_data -
3 reply_badcookie accepted failed all_servers_failed -
3 cancel none failed canceled -
2 send_failed none failed timeout -
2 reply_unmatched ignored query_ready 0/0/0/0 E---
2 cancel none failed canceled -
1 reply_unmatched ignored query_ready 0/0/0/0 E---
1 cancel none failed canceled -
